"","forecast","time","Model"
"38",17.8690948126984,38,"Model with Current Monash Setpoints"
"39",17.933884568254,39,"Model with Current Monash Setpoints"
"40",17.9987186126984,40,"Model with Current Monash Setpoints"
"41",18.0608639238095,41,"Model with Current Monash Setpoints"
"42",18.1221086349206,42,"Model with Current Monash Setpoints"
"43",18.1711275015873,43,"Model with Current Monash Setpoints"
"44",18.218088168254,44,"Model with Current Monash Setpoints"
"45",18.2648451904762,45,"Model with Current Monash Setpoints"
"46",18.3126100126984,46,"Model with Current Monash Setpoints"
"47",18.3685373015873,47,"Model with Current Monash Setpoints"
"48",18.4267685904762,48,"Model with Current Monash Setpoints"
"49",18.4875579460317,49,"Model with Current Monash Setpoints"
"50",18.5503351238095,50,"Model with Current Monash Setpoints"
"51",18.6104687460317,51,"Model with Current Monash Setpoints"
"52",18.6761388793651,52,"Model with Current Monash Setpoints"
"53",18.7389728126984,53,"Model with Current Monash Setpoints"
"54",18.802155368254,54,"Model with Current Monash Setpoints"
"55",18.8581852349206,55,"Model with Current Monash Setpoints"
"56",18.9148817015873,56,"Model with Current Monash Setpoints"
"57",18.9701146571429,57,"Model with Current Monash Setpoints"
"58",19.0237474571428,58,"Model with Current Monash Setpoints"
"59",19.0674020793651,59,"Model with Current Monash Setpoints"
"60",19.1124611904762,60,"Model with Current Monash Setpoints"
"61",19.1595052571429,61,"Model with Current Monash Setpoints"
"62",19.2061599238095,62,"Model with Current Monash Setpoints"
"63",19.2539341904762,63,"Model with Current Monash Setpoints"
"64",19.3037766793651,64,"Model with Current Monash Setpoints"
"65",19.3490868349206,65,"Model with Current Monash Setpoints"
"66",19.3933683460317,66,"Model with Current Monash Setpoints"
"67",19.4386237460317,67,"Model with Current Monash Setpoints"
"68",19.4836341904762,68,"Model with Current Monash Setpoints"
"69",19.5282481904762,69,"Model with Current Monash Setpoints"
"70",19.5765061015873,70,"Model with Current Monash Setpoints"
"71",19.6243826793651,71,"Model with Current Monash Setpoints"
"72",19.6668472349206,72,"Model with Current Monash Setpoints"
"73",19.7103598126984,73,"Model with Current Monash Setpoints"
"74",19.752928368254,74,"Model with Current Monash Setpoints"
"75",19.797540168254,75,"Model with Current Monash Setpoints"
"76",19.8401354793651,76,"Model with Current Monash Setpoints"
"77",19.8833141904762,77,"Model with Current Monash Setpoints"
"78",19.9246468126984,78,"Model with Current Monash Setpoints"
"79",19.9661482349206,79,"Model with Current Monash Setpoints"
"80",20.0067787904762,80,"Model with Current Monash Setpoints"
"81",20.0474093460317,81,"Model with Current Monash Setpoints"
"82",20.0880399015873,82,"Model with Current Monash Setpoints"
"83",20.1286704571428,83,"Model with Current Monash Setpoints"
"84",20.1693010126984,84,"Model with Current Monash Setpoints"
"85",20.209931568254,85,"Model with Current Monash Setpoints"
"86",20.2505621238095,86,"Model with Current Monash Setpoints"
"87",20.2885596349206,87,"Model with Current Monash Setpoints"
"88",20.3265571460317,88,"Model with Current Monash Setpoints"
"89",20.3645546571428,89,"Model with Current Monash Setpoints"
"90",20.402552168254,90,"Model with Current Monash Setpoints"
"91",20.4405496793651,91,"Model with Current Monash Setpoints"
"92",20.4785471904762,92,"Model with Current Monash Setpoints"
"93",20.5165447015873,93,"Model with Current Monash Setpoints"
"94",20.5545422126984,94,"Model with Current Monash Setpoints"
"95",20.5925397238095,95,"Model with Current Monash Setpoints"
"96",20.6305372349206,96,"Model with Current Monash Setpoints"
"97",20.6685347460317,97,"Model with Current Monash Setpoints"
"98",20.7065322571428,98,"Model with Current Monash Setpoints"
"99",20.744529768254,99,"Model with Current Monash Setpoints"
"100",20.7825272793651,100,"Model with Current Monash Setpoints"
"101",20.8223838571428,101,"Model with Current Monash Setpoints"
"102",20.8622404349206,102,"Model with Current Monash Setpoints"
"103",20.9020970126984,103,"Model with Current Monash Setpoints"
"104",20.9419535904762,104,"Model with Current Monash Setpoints"
"105",20.981810168254,105,"Model with Current Monash Setpoints"
"106",21.0216667460317,106,"Model with Current Monash Setpoints"
"107",20.8182464025866,107,"Model with Current Monash Setpoints"
"108",20.6148260591416,108,"Model with Current Monash Setpoints"
"109",20.4114057156965,109,"Model with Current Monash Setpoints"
"110",20.2079853722514,110,"Model with Current Monash Setpoints"
"111",20.0045650288063,111,"Model with Current Monash Setpoints"
"112",19.8011446853613,112,"Model with Current Monash Setpoints"
"113",19.8410565298057,113,"Model with Current Monash Setpoints"
"114",19.8835167298057,114,"Model with Current Monash Setpoints"
"115",19.9230334186946,115,"Model with Current Monash Setpoints"
"116",19.9637134853613,116,"Model with Current Monash Setpoints"
"117",20.0037694409168,117,"Model with Current Monash Setpoints"
"118",20.0438253964724,118,"Model with Current Monash Setpoints"
"119",20.0838813520279,119,"Model with Current Monash Setpoints"
"120",20.1239373075835,120,"Model with Current Monash Setpoints"
"121",20.163993263139,121,"Model with Current Monash Setpoints"
"122",20.2040492186946,122,"Model with Current Monash Setpoints"
"123",20.2441051742501,123,"Model with Current Monash Setpoints"
"124",20.2841611298057,124,"Model with Current Monash Setpoints"
"125",20.3242170853613,125,"Model with Current Monash Setpoints"
"126",20.3642730409168,126,"Model with Current Monash Setpoints"
"127",20.4046547742501,127,"Model with Current Monash Setpoints"
"128",20.4450365075835,128,"Model with Current Monash Setpoints"
"129",20.4854182409168,129,"Model with Current Monash Setpoints"
"130",20.5257999742501,130,"Model with Current Monash Setpoints"
"131",20.5661817075835,131,"Model with Current Monash Setpoints"
"132",20.6065634409168,132,"Model with Current Monash Setpoints"
"133",20.6469451742501,133,"Model with Current Monash Setpoints"
"134",20.6873269075835,134,"Model with Current Monash Setpoints"
"135",20.7277086409168,135,"Model with Current Monash Setpoints"
"136",20.7680903742501,136,"Model with Current Monash Setpoints"
"137",20.8084721075835,137,"Model with Current Monash Setpoints"
"138",20.8488538409168,138,"Model with Current Monash Setpoints"
"139",20.8892355742501,139,"Model with Current Monash Setpoints"
"140",20.9296173075835,140,"Model with Current Monash Setpoints"
"141",20.9681507520279,141,"Model with Current Monash Setpoints"
"142",21.0066841964724,142,"Model with Current Monash Setpoints"
"143",20.8083497393137,143,"Model with Current Monash Setpoints"
"144",20.6100152821549,144,"Model with Current Monash Setpoints"
"145",20.4116808249962,145,"Model with Current Monash Setpoints"
"146",20.2133463678375,146,"Model with Current Monash Setpoints"
"147",20.0150119106788,147,"Model with Current Monash Setpoints"
"148",19.8166774535201,148,"Model with Current Monash Setpoints"
"149",19.8567939868534,149,"Model with Current Monash Setpoints"
"150",19.896053342409,150,"Model with Current Monash Setpoints"
"151",19.9370203757423,151,"Model with Current Monash Setpoints"
"152",19.9759978646312,152,"Model with Current Monash Setpoints"
"153",20.0152303979645,153,"Model with Current Monash Setpoints"
"154",20.0544629312979,154,"Model with Current Monash Setpoints"
"155",20.0936954646312,155,"Model with Current Monash Setpoints"
"156",20.1329279979645,156,"Model with Current Monash Setpoints"
"157",20.1721605312979,157,"Model with Current Monash Setpoints"
"158",20.2113930646312,158,"Model with Current Monash Setpoints"
"159",20.2506255979645,159,"Model with Current Monash Setpoints"
"160",20.2898581312979,160,"Model with Current Monash Setpoints"
"161",20.3290906646312,161,"Model with Current Monash Setpoints"
"162",20.3683231979645,162,"Model with Current Monash Setpoints"
"163",20.4110903535201,163,"Model with Current Monash Setpoints"
"164",20.4538575090756,164,"Model with Current Monash Setpoints"
"165",20.4966246646312,165,"Model with Current Monash Setpoints"
"166",20.5393918201867,166,"Model with Current Monash Setpoints"
"167",20.5821589757423,167,"Model with Current Monash Setpoints"
"168",20.6249261312979,168,"Model with Current Monash Setpoints"
"169",20.6676932868534,169,"Model with Current Monash Setpoints"
"170",20.710460442409,170,"Model with Current Monash Setpoints"
"171",20.7532275979645,171,"Model with Current Monash Setpoints"
"172",20.7959947535201,172,"Model with Current Monash Setpoints"
"173",20.8387619090756,173,"Model with Current Monash Setpoints"
"174",20.8815290646312,174,"Model with Current Monash Setpoints"
"175",20.9242962201867,175,"Model with Current Monash Setpoints"
"176",20.9670633757423,176,"Model with Current Monash Setpoints"
"177",21.0064376868534,177,"Model with Current Monash Setpoints"
"178",20.8137829485961,178,"Model with Current Monash Setpoints"
"179",20.6211282103388,179,"Model with Current Monash Setpoints"
"180",20.4284734720815,180,"Model with Current Monash Setpoints"
"181",20.2358187338242,181,"Model with Current Monash Setpoints"
"182",20.0431639955669,182,"Model with Current Monash Setpoints"
"183",19.8505092573096,183,"Model with Current Monash Setpoints"
"184",19.8890882128651,184,"Model with Current Monash Setpoints"
"185",19.9341827906429,185,"Model with Current Monash Setpoints"
"186",19.9779690128651,186,"Model with Current Monash Setpoints"
"187",20.0191642573096,187,"Model with Current Monash Setpoints"
"188",20.060359501754,188,"Model with Current Monash Setpoints"
"189",20.1015547461985,189,"Model with Current Monash Setpoints"
"190",20.1427499906429,190,"Model with Current Monash Setpoints"
"191",20.1839452350874,191,"Model with Current Monash Setpoints"
"192",20.2251404795318,192,"Model with Current Monash Setpoints"
"193",20.2663357239763,193,"Model with Current Monash Setpoints"
"194",20.3075309684207,194,"Model with Current Monash Setpoints"
"195",20.3487262128651,195,"Model with Current Monash Setpoints"
"196",20.3899214573096,196,"Model with Current Monash Setpoints"
"197",20.431116701754,197,"Model with Current Monash Setpoints"
"198",20.4709172573096,198,"Model with Current Monash Setpoints"
"199",20.5107178128651,199,"Model with Current Monash Setpoints"
"200",20.5505183684207,200,"Model with Current Monash Setpoints"
"201",20.5903189239763,201,"Model with Current Monash Setpoints"
"202",20.6301194795318,202,"Model with Current Monash Setpoints"
"203",20.6699200350874,203,"Model with Current Monash Setpoints"
"204",20.7097205906429,204,"Model with Current Monash Setpoints"
"205",20.7495211461985,205,"Model with Current Monash Setpoints"
"206",20.789321701754,206,"Model with Current Monash Setpoints"
"207",20.8291222573096,207,"Model with Current Monash Setpoints"
"208",20.8689228128651,208,"Model with Current Monash Setpoints"
"209",20.9087233684207,209,"Model with Current Monash Setpoints"
"210",20.9485239239763,210,"Model with Current Monash Setpoints"
"211",20.9883244795318,211,"Model with Current Monash Setpoints"
"212",21.0321845239763,212,"Model with Current Monash Setpoints"
"213",20.860096099282,213,"Model with Current Monash Setpoints"
"214",20.6880076745877,214,"Model with Current Monash Setpoints"
"215",20.5159192498934,215,"Model with Current Monash Setpoints"
"216",20.3438308251991,216,"Model with Current Monash Setpoints"
"217",20.1717424005048,217,"Model with Current Monash Setpoints"
"218",19.9996539758105,218,"Model with Current Monash Setpoints"
"219",20.0444578424772,219,"Model with Current Monash Setpoints"
"220",20.0892617091439,220,"Model with Current Monash Setpoints"
"221",20.1340655758105,221,"Model with Current Monash Setpoints"
"222",20.1788694424772,222,"Model with Current Monash Setpoints"
"223",20.2236733091439,223,"Model with Current Monash Setpoints"
"224",20.2684771758105,224,"Model with Current Monash Setpoints"
"225",20.3132810424772,225,"Model with Current Monash Setpoints"
"226",20.3580849091439,226,"Model with Current Monash Setpoints"
"227",20.4028887758105,227,"Model with Current Monash Setpoints"
"228",20.4476926424772,228,"Model with Current Monash Setpoints"
"229",20.4924965091438,229,"Model with Current Monash Setpoints"
"230",20.5373003758105,230,"Model with Current Monash Setpoints"
"231",20.5821042424772,231,"Model with Current Monash Setpoints"
"232",20.6269081091438,232,"Model with Current Monash Setpoints"
"233",20.6647785980327,233,"Model with Current Monash Setpoints"
"234",20.7026490869216,234,"Model with Current Monash Setpoints"
"235",20.7405195758105,235,"Model with Current Monash Setpoints"
"236",20.7783900646994,236,"Model with Current Monash Setpoints"
"237",20.8162605535883,237,"Model with Current Monash Setpoints"
"238",20.8541310424772,238,"Model with Current Monash Setpoints"
"239",20.8920015313661,239,"Model with Current Monash Setpoints"
"240",20.929872020255,240,"Model with Current Monash Setpoints"
"241",20.9677425091438,241,"Model with Current Monash Setpoints"
"242",21.0056129980327,242,"Model with Current Monash Setpoints"
"243",20.8306336418897,243,"Model with Current Monash Setpoints"
"244",20.6556542857468,244,"Model with Current Monash Setpoints"
"245",20.4806749296038,245,"Model with Current Monash Setpoints"
"246",20.3056955734608,246,"Model with Current Monash Setpoints"
"247",20.1307162173178,247,"Model with Current Monash Setpoints"
"248",19.9557368611748,248,"Model with Current Monash Setpoints"
"249",20.0015368389526,249,"Model with Current Monash Setpoints"
"250",20.0473368167304,250,"Model with Current Monash Setpoints"
"251",20.0931367945081,251,"Model with Current Monash Setpoints"
"252",20.1389367722859,252,"Model with Current Monash Setpoints"
"253",20.1847367500637,253,"Model with Current Monash Setpoints"
"254",20.2305367278415,254,"Model with Current Monash Setpoints"
"255",20.2763367056193,255,"Model with Current Monash Setpoints"
"256",20.322136683397,256,"Model with Current Monash Setpoints"
"257",20.3679366611748,257,"Model with Current Monash Setpoints"
"258",20.4137366389526,258,"Model with Current Monash Setpoints"
"259",20.4595366167304,259,"Model with Current Monash Setpoints"
"260",20.5053365945082,260,"Model with Current Monash Setpoints"
"261",20.5511365722859,261,"Model with Current Monash Setpoints"
"262",20.5969365500637,262,"Model with Current Monash Setpoints"
"263",20.6437410611748,263,"Model with Current Monash Setpoints"
"264",20.6905455722859,264,"Model with Current Monash Setpoints"
"265",20.7373500833971,265,"Model with Current Monash Setpoints"
"266",20.7841545945082,266,"Model with Current Monash Setpoints"
"267",20.8309591056193,267,"Model with Current Monash Setpoints"
"268",20.8777636167304,268,"Model with Current Monash Setpoints"
"269",20.9245681278415,269,"Model with Current Monash Setpoints"
"270",20.9713726389526,270,"Model with Current Monash Setpoints"
"271",21.0181771500637,271,"Model with Current Monash Setpoints"
"272",20.8588195538082,272,"Model with Current Monash Setpoints"
"273",20.6994619575527,273,"Model with Current Monash Setpoints"
"274",20.5401043612972,274,"Model with Current Monash Setpoints"
"275",20.3807467650417,275,"Model with Current Monash Setpoints"
"276",20.2213891687862,276,"Model with Current Monash Setpoints"
"277",20.0620315725307,277,"Model with Current Monash Setpoints"
"278",19.9026739762752,278,"Model with Current Monash Setpoints"
"279",19.9429990873863,279,"Model with Current Monash Setpoints"
"280",19.9792699762752,280,"Model with Current Monash Setpoints"
"281",20.0174467318308,281,"Model with Current Monash Setpoints"
"282",20.0556234873863,282,"Model with Current Monash Setpoints"
"283",20.0938002429419,283,"Model with Current Monash Setpoints"
"284",20.1319769984974,284,"Model with Current Monash Setpoints"
"285",20.170153754053,285,"Model with Current Monash Setpoints"
"286",20.2083305096086,286,"Model with Current Monash Setpoints"
"287",20.2465072651641,287,"Model with Current Monash Setpoints"
"288",20.2846840207197,288,"Model with Current Monash Setpoints"
"289",20.3228607762752,289,"Model with Current Monash Setpoints"
"290",20.3610375318308,290,"Model with Current Monash Setpoints"
"291",20.3992142873863,291,"Model with Current Monash Setpoints"
"292",20.4373910429419,292,"Model with Current Monash Setpoints"
"293",20.4785535984974,293,"Model with Current Monash Setpoints"
"294",20.519716154053,294,"Model with Current Monash Setpoints"
"295",20.5608787096085,295,"Model with Current Monash Setpoints"
"296",20.6020412651641,296,"Model with Current Monash Setpoints"
"297",20.6432038207197,297,"Model with Current Monash Setpoints"
"298",20.6843663762752,298,"Model with Current Monash Setpoints"
"299",20.7255289318308,299,"Model with Current Monash Setpoints"
"300",20.7666914873863,300,"Model with Current Monash Setpoints"
"301",20.8078540429419,301,"Model with Current Monash Setpoints"
"302",20.8490165984974,302,"Model with Current Monash Setpoints"
"303",20.890179154053,303,"Model with Current Monash Setpoints"
"304",20.9313417096085,304,"Model with Current Monash Setpoints"
"305",20.9725042651641,305,"Model with Current Monash Setpoints"
"306",21.0136668207196,306,"Model with Current Monash Setpoints"
"307",20.8131694354173,307,"Model with Current Monash Setpoints"
"308",20.6126720501149,308,"Model with Current Monash Setpoints"
"309",20.4121746648125,309,"Model with Current Monash Setpoints"
"310",20.2116772795102,310,"Model with Current Monash Setpoints"
"311",20.0111798942078,311,"Model with Current Monash Setpoints"
"312",19.8106825089054,312,"Model with Current Monash Setpoints"
"313",19.8537936200165,313,"Model with Current Monash Setpoints"
"314",19.8953503533499,314,"Model with Current Monash Setpoints"
"315",19.9378573089054,315,"Model with Current Monash Setpoints"
"316",19.9801432866832,316,"Model with Current Monash Setpoints"
"317",20.0244127311276,317,"Model with Current Monash Setpoints"
"318",20.0686821755721,318,"Model with Current Monash Setpoints"
"319",20.1129516200165,319,"Model with Current Monash Setpoints"
"320",20.157221064461,320,"Model with Current Monash Setpoints"
"321",20.2014905089054,321,"Model with Current Monash Setpoints"
"322",20.2457599533499,322,"Model with Current Monash Setpoints"
"323",20.2900293977943,323,"Model with Current Monash Setpoints"
"324",20.3342988422388,324,"Model with Current Monash Setpoints"
"325",20.3785682866832,325,"Model with Current Monash Setpoints"
"326",20.4228377311276,326,"Model with Current Monash Setpoints"
"327",20.4639843533499,327,"Model with Current Monash Setpoints"
"328",20.5051309755721,328,"Model with Current Monash Setpoints"
"329",20.5462775977943,329,"Model with Current Monash Setpoints"
"330",20.5874242200165,330,"Model with Current Monash Setpoints"
"331",20.6285708422388,331,"Model with Current Monash Setpoints"
"332",20.669717464461,332,"Model with Current Monash Setpoints"
"333",20.7108640866832,333,"Model with Current Monash Setpoints"
"334",20.7520107089054,334,"Model with Current Monash Setpoints"
"335",20.7931573311276,335,"Model with Current Monash Setpoints"
"336",20.8343039533499,336,"Model with Current Monash Setpoints"
"337",20.8754505755721,337,"Model with Current Monash Setpoints"
"338",20.9165971977943,338,"Model with Current Monash Setpoints"
"339",20.9577438200165,339,"Model with Current Monash Setpoints"
"340",20.9988904422387,340,"Model with Current Monash Setpoints"
"341",21.0357545533499,341,"Model with Current Monash Setpoints"
"342",20.8882663917626,342,"Model with Current Monash Setpoints"
"343",20.7407782301754,343,"Model with Current Monash Setpoints"
"344",20.5932900685882,344,"Model with Current Monash Setpoints"
"345",20.445801907001,345,"Model with Current Monash Setpoints"
"346",20.2983137454138,346,"Model with Current Monash Setpoints"
"347",20.1508255838266,347,"Model with Current Monash Setpoints"
"348",20.0033374222394,348,"Model with Current Monash Setpoints"
"349",19.8558492606522,349,"Model with Current Monash Setpoints"
"350",19.8991150162077,350,"Model with Current Monash Setpoints"
"351",19.941986149541,351,"Model with Current Monash Setpoints"
"352",19.986631549541,352,"Model with Current Monash Setpoints"
"353",20.0328840384299,353,"Model with Current Monash Setpoints"
"354",20.0791365273188,354,"Model with Current Monash Setpoints"
"355",20.1253890162077,355,"Model with Current Monash Setpoints"
"356",20.1716415050966,356,"Model with Current Monash Setpoints"
"357",20.2178939939855,357,"Model with Current Monash Setpoints"
"358",20.2641464828744,358,"Model with Current Monash Setpoints"
"359",20.3103989717633,359,"Model with Current Monash Setpoints"
"360",20.3566514606522,360,"Model with Current Monash Setpoints"
"361",20.4029039495411,361,"Model with Current Monash Setpoints"
"362",20.4491564384299,362,"Model with Current Monash Setpoints"
"363",20.4954089273188,363,"Model with Current Monash Setpoints"
"364",20.5390649273188,364,"Model with Current Monash Setpoints"
"365",20.5827209273188,365,"Model with Current Monash Setpoints"
"366",20.6263769273188,366,"Model with Current Monash Setpoints"
"367",20.6700329273188,367,"Model with Current Monash Setpoints"
"368",20.7136889273188,368,"Model with Current Monash Setpoints"
"369",20.7573449273188,369,"Model with Current Monash Setpoints"
"370",20.8010009273188,370,"Model with Current Monash Setpoints"
"371",20.8446569273188,371,"Model with Current Monash Setpoints"
"372",20.8883129273188,372,"Model with Current Monash Setpoints"
"373",20.9319689273188,373,"Model with Current Monash Setpoints"
"374",20.9756249273188,374,"Model with Current Monash Setpoints"
"375",21.0192809273188,375,"Model with Current Monash Setpoints"
"376",20.9002641549236,376,"Model with Current Monash Setpoints"
"377",20.7812473825285,377,"Model with Current Monash Setpoints"
"378",20.6622306101333,378,"Model with Current Monash Setpoints"
"379",20.5432138377381,379,"Model with Current Monash Setpoints"
"380",20.4241970653429,380,"Model with Current Monash Setpoints"
"381",20.3051802929477,381,"Model with Current Monash Setpoints"
"382",20.1861635205525,382,"Model with Current Monash Setpoints"
"383",20.0671467481574,383,"Model with Current Monash Setpoints"
"384",19.9481299757622,384,"Model with Current Monash Setpoints"
"385",19.9920686646511,385,"Model with Current Monash Setpoints"
"386",20.0368473757622,386,"Model with Current Monash Setpoints"
"387",20.0816260868733,387,"Model with Current Monash Setpoints"
"388",20.1264047979844,388,"Model with Current Monash Setpoints"
"389",20.1711835090955,389,"Model with Current Monash Setpoints"
"390",20.2159622202066,390,"Model with Current Monash Setpoints"
"391",20.2607409313177,391,"Model with Current Monash Setpoints"
"392",20.3055196424288,392,"Model with Current Monash Setpoints"
"393",20.35029835354,393,"Model with Current Monash Setpoints"
"394",20.3950770646511,394,"Model with Current Monash Setpoints"
"395",20.4398557757622,395,"Model with Current Monash Setpoints"
"396",20.4846344868733,396,"Model with Current Monash Setpoints"
"397",20.5294131979844,397,"Model with Current Monash Setpoints"
"398",20.5741919090955,398,"Model with Current Monash Setpoints"
"399",20.6140466424288,399,"Model with Current Monash Setpoints"
"400",20.6539013757622,400,"Model with Current Monash Setpoints"
"401",20.6937561090955,401,"Model with Current Monash Setpoints"
"402",20.7336108424288,402,"Model with Current Monash Setpoints"
"403",20.7734655757622,403,"Model with Current Monash Setpoints"
"404",20.8133203090955,404,"Model with Current Monash Setpoints"
"405",20.8531750424288,405,"Model with Current Monash Setpoints"
"406",20.8930297757622,406,"Model with Current Monash Setpoints"
"407",20.9328845090955,407,"Model with Current Monash Setpoints"
"408",20.9727392424288,408,"Model with Current Monash Setpoints"
"409",21.0125939757622,409,"Model with Current Monash Setpoints"
"410",20.8816905817433,410,"Model with Current Monash Setpoints"
"411",20.7507871877243,411,"Model with Current Monash Setpoints"
"412",20.6198837937054,412,"Model with Current Monash Setpoints"
"413",20.4889803996865,413,"Model with Current Monash Setpoints"
"414",20.3580770056676,414,"Model with Current Monash Setpoints"
"415",20.2271736116487,415,"Model with Current Monash Setpoints"
"416",20.0962702176298,416,"Model with Current Monash Setpoints"
"417",19.9653668236109,417,"Model with Current Monash Setpoints"
"418",20.0098696902776,418,"Model with Current Monash Setpoints"
"419",20.0543725569442,419,"Model with Current Monash Setpoints"
"420",20.0988754236109,420,"Model with Current Monash Setpoints"
"421",20.1433782902776,421,"Model with Current Monash Setpoints"
"422",20.1878811569442,422,"Model with Current Monash Setpoints"
"423",20.2323840236109,423,"Model with Current Monash Setpoints"
"424",20.2768868902776,424,"Model with Current Monash Setpoints"
"425",20.3213897569442,425,"Model with Current Monash Setpoints"
"426",20.3658926236109,426,"Model with Current Monash Setpoints"
"427",20.4103954902775,427,"Model with Current Monash Setpoints"
"428",20.4548983569442,428,"Model with Current Monash Setpoints"
"429",20.4994012236109,429,"Model with Current Monash Setpoints"
"430",20.5439040902775,430,"Model with Current Monash Setpoints"
"431",20.5884069569442,431,"Model with Current Monash Setpoints"
"432",20.6260967569442,432,"Model with Current Monash Setpoints"
"433",20.6637865569442,433,"Model with Current Monash Setpoints"
"434",20.7014763569442,434,"Model with Current Monash Setpoints"
"435",20.7391661569442,435,"Model with Current Monash Setpoints"
"436",20.7768559569442,436,"Model with Current Monash Setpoints"
"437",20.8145457569442,437,"Model with Current Monash Setpoints"
"438",20.8522355569442,438,"Model with Current Monash Setpoints"
"439",20.8899253569442,439,"Model with Current Monash Setpoints"
"440",20.9276151569442,440,"Model with Current Monash Setpoints"
"441",20.9653049569442,441,"Model with Current Monash Setpoints"
"442",21.0029947569442,442,"Model with Current Monash Setpoints"
"443",20.8563777849545,443,"Model with Current Monash Setpoints"
"444",20.7097608129648,444,"Model with Current Monash Setpoints"
"445",20.5631438409751,445,"Model with Current Monash Setpoints"
"446",20.4165268689854,446,"Model with Current Monash Setpoints"
"447",20.2699098969956,447,"Model with Current Monash Setpoints"
"448",20.1232929250059,448,"Model with Current Monash Setpoints"
"449",19.9766759530162,449,"Model with Current Monash Setpoints"
"450",20.0203182196829,450,"Model with Current Monash Setpoints"
"451",20.0639604863495,451,"Model with Current Monash Setpoints"
"452",20.1076027530162,452,"Model with Current Monash Setpoints"
"453",20.1512450196829,453,"Model with Current Monash Setpoints"
"454",20.1948872863495,454,"Model with Current Monash Setpoints"
"455",20.2385295530162,455,"Model with Current Monash Setpoints"
"456",20.2821718196829,456,"Model with Current Monash Setpoints"
"457",20.3258140863495,457,"Model with Current Monash Setpoints"
"458",20.3694563530162,458,"Model with Current Monash Setpoints"
"459",20.4130986196829,459,"Model with Current Monash Setpoints"
"460",20.4567408863495,460,"Model with Current Monash Setpoints"
"461",20.5003831530162,461,"Model with Current Monash Setpoints"
"462",20.5440254196829,462,"Model with Current Monash Setpoints"
"463",20.5876676863495,463,"Model with Current Monash Setpoints"
"464",20.6323277974606,464,"Model with Current Monash Setpoints"
"465",20.6769879085718,465,"Model with Current Monash Setpoints"
"466",20.7216480196829,466,"Model with Current Monash Setpoints"
"467",20.766308130794,467,"Model with Current Monash Setpoints"
"468",20.8109682419051,468,"Model with Current Monash Setpoints"
"469",20.8556283530162,469,"Model with Current Monash Setpoints"
"470",20.9002884641273,470,"Model with Current Monash Setpoints"
"471",20.9449485752384,471,"Model with Current Monash Setpoints"
"472",20.9896086863495,472,"Model with Current Monash Setpoints"
"473",21.0342687974606,473,"Model with Current Monash Setpoints"
"474",20.9141568243889,474,"Model with Current Monash Setpoints"
"475",20.7940448513171,475,"Model with Current Monash Setpoints"
"476",20.6739328782454,476,"Model with Current Monash Setpoints"
"477",20.5538209051737,477,"Model with Current Monash Setpoints"
"478",20.4337089321019,478,"Model with Current Monash Setpoints"
"479",20.3135969590302,479,"Model with Current Monash Setpoints"
"480",20.1934849859584,480,"Model with Current Monash Setpoints"
"481",20.0733730128867,481,"Model with Current Monash Setpoints"
"482",19.9532610398149,482,"Model with Current Monash Setpoints"
"483",19.9969169509261,483,"Model with Current Monash Setpoints"
